==============================================================================================================
 SIERRA CHART TRADE OPTIMIZATION PLATFORM — PROBLEMATIC TRADE SEQUENCES AUDIT
 Criteria: Trades with Quantity > 3 Contracts (Exceeding [-3, +3] Position Limit)
==============================================================================================================

PART 1: CURRENT CLEAN PRODUCTION DATABASE (processed_trades)
Total Problematic Trades Found: 238
--------------------------------------------------------------------------------------------------------------
#    | Account            | Symbol     | Entry Time (NY)     | Side  | Entry     | Exit      | Qty  | PnL ($)   
--------------------------------------------------------------------------------------------------------------
1    | TM_10              | CLJ25      | 2025-03-09T22:06:10 | SHORT | 66.90     | 66.90     | 6    | $0.00     
1593 | TM_10              | NQ         | 2024-04-19T14:30:36 | SHORT | 17397.50  | 17395.50  | 6    | $240.00   
1594 | TM_10              | NQ         | 2024-04-19T14:33:29 | SHORT | 17390.75  | 17390.50  | 6    | $30.00    
1595 | TM_10              | NQ         | 2024-04-19T14:33:30 | SHORT | 17390.75  | 17390.50  | 6    | $30.00    
1596 | TM_10              | NQ         | 2024-04-19T14:39:59 | LONG  | 17359.00  | 17360.25  | 6    | $150.00   
1597 | TM_10              | NQ         | 2024-04-19T14:40:01 | LONG  | 17359.00  | 17360.25  | 6    | $150.00   
1598 | TM_10              | NQ         | 2024-04-19T14:41:29 | LONG  | 17352.75  | 17352.25  | 6    | $-60.00   
1599 | TM_10              | NQ         | 2024-04-19T14:41:30 | LONG  | 17352.75  | 17352.25  | 6    | $-60.00   
1600 | TM_10              | NQ         | 2024-04-19T14:43:02 | SHORT | 17374.75  | 17375.25  | 6    | $-60.00   
1601 | TM_10              | NQ         | 2024-04-19T14:43:03 | SHORT | 17374.75  | 17375.25  | 6    | $-60.00   
1602 | TM_10              | NQ         | 2024-04-19T14:50:27 | SHORT | 17413.75  | 17414.00  | 6    | $-30.00   
1603 | TM_10              | NQ         | 2024-04-19T14:50:28 | SHORT | 17413.75  | 17414.00  | 6    | $-30.00   
1604 | TM_10              | NQ         | 2024-04-19T15:00:20 | LONG  | 17381.00  | 17381.75  | 6    | $90.00    
1605 | TM_10              | NQ         | 2024-04-19T15:00:21 | LONG  | 17381.00  | 17381.75  | 6    | $90.00    
1606 | TM_10              | NQ         | 2024-04-19T15:06:48 | LONG  | 17365.25  | 17364.50  | 6    | $-90.00   
1607 | TM_10              | NQ         | 2024-04-19T15:06:49 | LONG  | 17365.25  | 17364.50  | 6    | $-90.00   
1608 | TM_10              | NQ         | 2024-04-19T15:29:06 | LONG  | 17323.75  | 17324.75  | 6    | $120.00   
1609 | TM_10              | NQ         | 2024-04-19T15:29:56 | LONG  | 17333.50  | 17333.00  | 6    | $-60.00   
1610 | TM_10              | NQ         | 2024-04-19T15:29:57 | LONG  | 17333.50  | 17333.00  | 6    | $-60.00   
1611 | TM_10              | NQ         | 2024-04-19T15:30:41 | SHORT | 17345.00  | 17345.25  | 6    | $-30.00   
1612 | TM_10              | NQ         | 2024-04-19T15:30:42 | SHORT | 17345.00  | 17345.25  | 6    | $-30.00   
1613 | TM_10              | NQ         | 2024-04-19T15:34:24 | LONG  | 17331.75  | 17329.25  | 6    | $-300.00  
1614 | TM_10              | NQ         | 2024-04-19T15:34:25 | LONG  | 17331.75  | 17329.25  | 6    | $-300.00  
1615 | TM_10              | NQ         | 2024-04-19T15:41:47 | SHORT | 17332.25  | 17331.75  | 6    | $60.00    
1616 | TM_10              | NQ         | 2024-04-19T15:41:48 | SHORT | 17332.25  | 17331.75  | 6    | $60.00    
1617 | TM_10              | NQ         | 2024-04-19T16:08:16 | LONG  | 17267.50  | 17266.75  | 6    | $-90.00   
1618 | TM_10              | NQ         | 2024-04-19T16:08:17 | LONG  | 17267.50  | 17266.75  | 6    | $-90.00   
1619 | TM_10              | NQ         | 2024-04-19T16:15:30 | LONG  | 17233.25  | 17234.50  | 6    | $150.00   
1620 | TM_10              | NQ         | 2024-04-19T16:15:31 | LONG  | 17233.25  | 17234.50  | 6    | $150.00   
1621 | TM_10              | NQ         | 2024-04-19T16:23:47 | SHORT | 17227.25  | 17227.50  | 4    | $-20.00   
1622 | TM_10              | NQ         | 2024-04-19T16:24:48 | LONG  | 17221.50  | 17221.75  | 6    | $30.00    
1623 | TM_10              | NQ         | 2024-04-19T16:24:49 | LONG  | 17221.50  | 17221.75  | 6    | $30.00    
1624 | TM_10              | NQ         | 2024-04-19T16:29:09 | LONG  | 17208.25  | 17210.50  | 6    | $270.00   
1625 | TM_10              | NQ         | 2024-04-19T16:29:11 | LONG  | 17208.25  | 17210.50  | 6    | $270.00   
1626 | TM_10              | NQ         | 2024-04-19T16:48:33 | LONG  | 17246.00  | 17245.50  | 6    | $-60.00   
1627 | TM_10              | NQ         | 2024-04-19T16:48:34 | LONG  | 17246.00  | 17245.50  | 6    | $-60.00   
1628 | TM_10              | NQ         | 2024-04-19T17:01:58 | SHORT | 17279.75  | 17280.25  | 6    | $-60.00   
1629 | TM_10              | NQ         | 2024-04-19T17:01:59 | SHORT | 17279.75  | 17280.25  | 6    | $-60.00   
1630 | TM_10              | NQ         | 2024-04-19T17:08:05 | LONG  | 17289.50  | 17289.50  | 6    | $0.00     
1631 | TM_10              | NQ         | 2024-04-19T17:08:06 | LONG  | 17289.50  | 17289.50  | 6    | $0.00     
1632 | TM_10              | NQ         | 2024-04-19T17:16:48 | LONG  | 17279.75  | 17279.25  | 6    | $-60.00   
1633 | TM_10              | NQ         | 2024-04-19T17:16:49 | LONG  | 17279.75  | 17279.25  | 6    | $-60.00   
1634 | TM_10              | NQ         | 2024-04-19T17:18:29 | SHORT | 17307.00  | 17308.00  | 6    | $-120.00  
1635 | TM_10              | NQ         | 2024-04-19T17:18:30 | SHORT | 17307.00  | 17308.00  | 6    | $-120.00  
1636 | TM_10              | NQ         | 2024-04-19T17:28:59 | LONG  | 17270.00  | 17270.25  | 6    | $30.00    
1637 | TM_10              | NQ         | 2024-04-19T17:29:01 | LONG  | 17270.00  | 17270.25  | 6    | $30.00    
1638 | TM_10              | NQ         | 2024-04-19T17:37:40 | SHORT | 17278.50  | 17278.75  | 6    | $-30.00   
1639 | TM_10              | NQ         | 2024-04-19T17:37:42 | SHORT | 17278.50  | 17278.75  | 6    | $-30.00   
1640 | TM_10              | NQ         | 2024-04-19T17:54:22 | SHORT | 17334.25  | 17335.00  | 6    | $-90.00   
1641 | TM_10              | NQ         | 2024-04-19T17:55:07 | SHORT | 17339.50  | 17338.25  | 6    | $150.00   
1642 | TM_10              | NQ         | 2024-04-19T17:55:09 | SHORT | 17339.50  | 17338.25  | 6    | $150.00   
1643 | TM_10              | NQ         | 2024-04-19T18:01:15 | LONG  | 17260.75  | 17261.25  | 6    | $60.00    
1644 | TM_10              | NQ         | 2024-04-19T18:01:17 | LONG  | 17260.75  | 17261.25  | 6    | $60.00    
1645 | TM_10              | NQ         | 2024-04-19T18:25:50 | LONG  | 17246.75  | 17245.00  | 6    | $-210.00  
1646 | TM_10              | NQ         | 2024-04-19T18:25:52 | LONG  | 17246.75  | 17245.00  | 6    | $-210.00  
1647 | TM_10              | NQ         | 2024-04-19T18:28:33 | SHORT | 17238.50  | 17239.25  | 6    | $-90.00   
1648 | TM_10              | NQ         | 2024-04-19T18:28:35 | SHORT | 17238.50  | 17239.25  | 6    | $-90.00   
1649 | TM_10              | NQ         | 2024-04-19T18:33:31 | LONG  | 17213.50  | 17213.75  | 6    | $30.00    
1650 | TM_10              | NQ         | 2024-04-19T18:33:33 | LONG  | 17213.50  | 17213.75  | 6    | $30.00    
1651 | TM_10              | NQ         | 2024-04-19T18:37:56 | LONG  | 17193.25  | 17193.00  | 6    | $-30.00   
1652 | TM_10              | NQ         | 2024-04-19T18:37:58 | LONG  | 17193.25  | 17193.00  | 6    | $-30.00   
1653 | TM_10              | NQ         | 2024-04-19T18:39:42 | SHORT | 17179.50  | 17180.50  | 6    | $-120.00  
1654 | TM_10              | NQ         | 2024-04-19T18:39:44 | SHORT | 17179.50  | 17180.50  | 6    | $-120.00  
1655 | TM_10              | NQ         | 2024-04-19T18:42:09 | LONG  | 17170.00  | 17169.25  | 6    | $-90.00   
1656 | TM_10              | NQ         | 2024-04-19T18:42:10 | LONG  | 17170.00  | 17169.25  | 6    | $-90.00   
1657 | TM_10              | NQ         | 2024-04-19T18:43:59 | SHORT | 17160.50  | 17160.00  | 6    | $60.00    
1658 | TM_10              | NQ         | 2024-04-19T18:44:00 | SHORT | 17160.50  | 17160.00  | 6    | $60.00    
1659 | TM_10              | NQ         | 2024-04-19T18:46:11 | LONG  | 17157.25  | 17159.00  | 6    | $210.00   
1660 | TM_10              | NQ         | 2024-04-19T18:46:13 | LONG  | 17157.25  | 17159.00  | 6    | $210.00   
1661 | TM_10              | NQ         | 2024-04-19T18:55:14 | SHORT | 17167.25  | 17168.00  | 6    | $-90.00   
1662 | TM_10              | NQ         | 2024-04-19T18:55:15 | SHORT | 17167.25  | 17168.00  | 6    | $-90.00   
1663 | TM_10              | NQ         | 2024-04-19T18:56:29 | SHORT | 17164.50  | 17164.00  | 6    | $60.00    
1664 | TM_10              | NQ         | 2024-04-19T18:56:31 | SHORT | 17164.50  | 17164.00  | 6    | $60.00    
1665 | TM_10              | NQ         | 2024-04-19T19:04:41 | LONG  | 17156.25  | 17155.75  | 6    | $-60.00   
1666 | TM_10              | NQ         | 2024-04-19T19:04:43 | LONG  | 17156.25  | 17155.75  | 6    | $-60.00   
1667 | TM_10              | NQ         | 2024-04-19T19:06:32 | LONG  | 17132.75  | 17130.25  | 6    | $-300.00  
1668 | TM_10              | NQ         | 2024-04-19T19:06:34 | LONG  | 17132.75  | 17130.25  | 6    | $-300.00  
1669 | TM_10              | NQ         | 2024-04-19T19:13:12 | SHORT | 17190.50  | 17189.00  | 6    | $180.00   
1670 | TM_10              | NQ         | 2024-04-19T19:13:14 | SHORT | 17190.50  | 17189.00  | 6    | $180.00   
1671 | TM_10              | NQ         | 2024-04-19T19:16:13 | LONG  | 17180.75  | 17178.75  | 6    | $-240.00  
1672 | TM_10              | NQ         | 2024-04-19T19:16:14 | LONG  | 17180.75  | 17178.75  | 6    | $-240.00  
1673 | TM_10              | NQ         | 2024-04-19T19:24:58 | LONG  | 17176.00  | 17177.25  | 6    | $150.00   
1674 | TM_10              | NQ         | 2024-04-19T19:24:59 | LONG  | 17176.00  | 17177.25  | 6    | $150.00   
1675 | TM_10              | NQ         | 2024-04-19T19:28:13 | SHORT | 17181.50  | 17182.75  | 6    | $-150.00  
1676 | TM_10              | NQ         | 2024-04-19T19:28:15 | SHORT | 17181.50  | 17182.75  | 6    | $-150.00  
1677 | TM_10              | NQ         | 2024-04-19T19:41:05 | LONG  | 17133.00  | 17130.75  | 6    | $-270.00  
1678 | TM_10              | NQ         | 2024-04-19T19:41:07 | LONG  | 17133.00  | 17130.75  | 6    | $-270.00  
1679 | TM_10              | NQ         | 2024-04-19T19:44:39 | LONG  | 17129.00  | 17129.00  | 6    | $0.00     
1680 | TM_10              | NQ         | 2024-04-19T19:44:41 | LONG  | 17129.00  | 17129.00  | 6    | $0.00     
1681 | TM_10              | NQ         | 2024-04-19T19:56:03 | LONG  | 17185.00  | 17184.00  | 6    | $-120.00  
1682 | TM_10              | NQ         | 2024-04-19T19:56:05 | LONG  | 17185.00  | 17184.00  | 6    | $-120.00  
1683 | TM_10              | NQ         | 2024-04-19T19:59:24 | SHORT | 17185.50  | 17186.00  | 6    | $-60.00   
1684 | TM_10              | NQ         | 2024-04-19T19:59:26 | SHORT | 17185.50  | 17186.00  | 6    | $-60.00   
1685 | TM_10              | NQ         | 2024-04-21T22:04:36 | SHORT | 17222.75  | 17223.00  | 6    | $-30.00   
1686 | TM_10              | NQ         | 2024-04-21T22:08:05 | SHORT | 17218.75  | 17219.50  | 6    | $-90.00   
1687 | TM_10              | NQ         | 2024-04-22T00:42:17 | SHORT | 17232.75  | 17233.50  | 6    | $-90.00   
1688 | TM_10              | NQ         | 2024-04-22T01:00:55 | LONG  | 17224.75  | 17224.00  | 6    | $-90.00   
1689 | TM_10              | NQ         | 2024-04-22T01:42:42 | LONG  | 17224.75  | 17223.75  | 6    | $-120.00  
1690 | TM_10              | NQ         | 2024-04-22T02:21:17 | SHORT | 17255.25  | 17255.75  | 6    | $-60.00   
1691 | TM_10              | NQ         | 2024-04-22T03:32:58 | SHORT | 17238.50  | 17239.50  | 6    | $-120.00  
1692 | TM_10              | NQ         | 2024-04-22T07:40:07 | LONG  | 17249.50  | 17249.00  | 6    | $-60.00   
1693 | TM_10              | NQ         | 2024-04-22T09:04:02 | LONG  | 17271.00  | 17270.00  | 6    | $-120.00  
1694 | TM_10              | NQ         | 2024-04-22T12:51:48 | LONG  | 17300.50  | 17299.25  | 6    | $-150.00  
1695 | TM_10              | NQ         | 2024-04-22T13:04:51 | SHORT | 17294.00  | 17295.00  | 6    | $-120.00  
1696 | TM_10              | NQ         | 2024-04-22T13:23:23 | SHORT | 17294.25  | 17295.25  | 6    | $-120.00  
1697 | TM_10              | NQ         | 2024-04-22T13:30:07 | SHORT | 17301.25  | 17299.75  | 6    | $180.00   
1698 | TM_10              | NQ         | 2024-04-22T13:33:01 | LONG  | 17287.25  | 17288.50  | 6    | $150.00   
1699 | TM_10              | NQ         | 2024-04-22T13:36:57 | SHORT | 17275.50  | 17277.25  | 6    | $-210.00  
1700 | TM_10              | NQ         | 2024-04-22T13:39:54 | LONG  | 17286.75  | 17284.75  | 6    | $-240.00  
1701 | TM_10              | NQ         | 2024-04-22T13:43:59 | SHORT | 17274.00  | 17274.00  | 4    | $0.00     
1702 | TM_10              | NQ         | 2024-04-22T14:10:19 | LONG  | 17276.50  | 17276.25  | 6    | $-30.00   
1703 | TM_10              | NQ         | 2024-04-22T14:10:35 | SHORT | 17283.00  | 17283.00  | 6    | $0.00     
1704 | TM_10              | NQ         | 2024-04-22T14:13:32 | SHORT | 17281.75  | 17282.75  | 6    | $-120.00  
1705 | TM_10              | NQ         | 2024-04-22T14:29:22 | LONG  | 17191.50  | 17191.50  | 6    | $0.00     
1706 | TM_10              | NQ         | 2024-04-22T14:50:26 | LONG  | 17199.50  | 17196.75  | 6    | $-330.00  
1707 | TM_10              | NQ         | 2024-04-22T14:57:30 | LONG  | 17167.75  | 17168.75  | 6    | $120.00   
1708 | TM_10              | NQ         | 2024-04-22T15:05:59 | LONG  | 17176.75  | 17177.25  | 6    | $60.00    
1709 | TM_10              | NQ         | 2024-04-22T15:14:41 | LONG  | 17164.25  | 17161.00  | 6    | $-390.00  
1710 | TM_10              | NQ         | 2024-04-22T15:28:49 | SHORT | 17195.75  | 17199.00  | 6    | $-390.00  
1711 | TM_10              | NQ         | 2024-04-22T16:31:24 | LONG  | 17240.50  | 17240.50  | 6    | $0.00     
1712 | TM_10              | NQ         | 2024-04-22T17:04:16 | SHORT | 17280.00  | 17280.75  | 6    | $-90.00   
1713 | TM_10              | NQ         | 2024-04-22T17:33:48 | LONG  | 17354.00  | 17352.75  | 6    | $-150.00  
1714 | TM_10              | NQ         | 2024-04-22T17:55:02 | SHORT | 17413.25  | 17413.25  | 6    | $0.00     
1715 | TM_10              | NQ         | 2024-04-22T18:05:57 | LONG  | 17386.75  | 17386.25  | 6    | $-60.00   
1716 | TM_10              | NQ         | 2024-04-22T19:11:50 | SHORT | 17400.25  | 17407.25  | 6    | $-840.00  
1717 | TM_10              | NQ         | 2024-04-22T19:55:41 | LONG  | 17338.75  | 17338.25  | 6    | $-60.00   
1718 | TM_10              | NQ         | 2024-04-22T22:01:28 | SHORT | 17361.00  | 17362.00  | 6    | $-120.00  
1719 | TM_10              | NQ         | 2024-04-22T22:09:24 | LONG  | 17350.00  | 17349.75  | 6    | $-30.00   
1720 | TM_10              | NQ         | 2024-04-22T23:54:41 | SHORT | 17319.00  | 17319.75  | 6    | $-90.00   
1721 | TM_10              | NQ         | 2024-04-23T00:05:46 | SHORT | 17336.75  | 17337.75  | 6    | $-120.00  
1722 | TM_10              | NQ         | 2024-04-23T01:06:32 | SHORT | 17322.75  | 17323.50  | 6    | $-90.00   
1723 | TM_10              | NQ         | 2024-04-23T05:32:36 | LONG  | 17320.25  | 17319.25  | 6    | $-120.00  
1724 | TM_10              | NQ         | 2024-04-23T07:18:21 | LONG  | 17357.50  | 17355.75  | 6    | $-210.00  
1725 | TM_10              | NQ         | 2024-04-23T09:19:32 | SHORT | 17387.00  | 17388.25  | 6    | $-150.00  
1726 | TM_10              | NQ         | 2024-04-23T09:30:56 | SHORT | 17392.75  | 17393.25  | 6    | $-60.00   
1727 | TM_10              | NQ         | 2024-04-23T09:36:14 | LONG  | 17382.75  | 17382.25  | 6    | $-60.00   
1728 | TM_10              | NQ         | 2024-04-23T10:00:40 | LONG  | 17378.25  | 17377.50  | 6    | $-90.00   
1729 | TM_10              | NQ         | 2024-04-23T10:52:21 | LONG  | 17412.00  | 17411.50  | 6    | $-60.00   
1730 | TM_10              | NQ         | 2024-04-23T11:29:37 | LONG  | 17402.50  | 17402.25  | 6    | $-30.00   
1731 | TM_10              | NQ         | 2024-04-23T11:46:39 | SHORT | 17398.00  | 17398.50  | 6    | $-60.00   
1732 | TM_10              | NQ         | 2024-04-23T12:24:00 | SHORT | 17381.50  | 17381.00  | 6    | $60.00    
1733 | TM_10              | NQ         | 2024-04-23T12:33:23 | SHORT | 17400.25  | 17400.00  | 6    | $30.00    
1734 | TM_10              | NQ         | 2024-04-23T12:51:41 | LONG  | 17407.25  | 17406.75  | 6    | $-60.00   
1735 | TM_10              | NQ         | 2024-04-23T12:55:52 | SHORT | 17420.50  | 17421.00  | 6    | $-60.00   
1736 | TM_10              | NQ         | 2024-04-23T13:33:52 | LONG  | 17456.50  | 17455.75  | 6    | $-90.00   
1737 | TM_10              | NQ         | 2024-04-23T13:37:58 | LONG  | 17440.00  | 17439.75  | 6    | $-30.00   
1738 | TM_10              | NQ         | 2024-04-23T13:45:27 | LONG  | 17483.25  | 17483.50  | 6    | $30.00    
1739 | TM_10              | NQ         | 2024-04-23T19:59:36 | LONG  | 17598.00  | 17597.50  | 6    | $-60.00   
1740 | TM_10              | NQ         | 2024-04-24T01:31:20 | SHORT | 17710.75  | 17711.25  | 6    | $-60.00   
1741 | TM_10              | NQ         | 2024-04-24T06:00:14 | SHORT | 17736.25  | 17739.50  | 6    | $-390.00  
1742 | TM_10              | NQ         | 2024-04-24T07:18:14 | LONG  | 17724.50  | 17723.75  | 6    | $-90.00   
1743 | TM_10              | NQ         | 2024-04-24T11:01:47 | SHORT | 17705.75  | 17706.75  | 6    | $-120.00  
1744 | TM_10              | NQ         | 2024-04-24T11:02:37 | SHORT | 17695.25  | 17696.00  | 6    | $-90.00   
1745 | TM_10              | NQ         | 2024-04-24T11:29:55 | SHORT | 17716.00  | 17716.50  | 6    | $-60.00   
1746 | TM_10              | NQ         | 2024-04-24T22:15:34 | LONG  | 17468.75  | 17468.00  | 6    | $-90.00   
1747 | TM_10              | NQ         | 2024-04-24T22:15:36 | LONG  | 17468.75  | 17468.00  | 6    | $-90.00   
1748 | TM_10              | NQ         | 2024-04-25T00:29:05 | LONG  | 17469.00  | 17468.75  | 6    | $-30.00   
1749 | TM_10              | NQ         | 2024-04-25T02:17:07 | SHORT | 17461.75  | 17469.50  | 6    | $-930.00  
1750 | TM_10              | NQ         | 2024-04-25T04:06:07 | LONG  | 17455.25  | 17455.00  | 6    | $-30.00   
1751 | TM_10              | NQ         | 2024-04-25T06:00:38 | LONG  | 17414.25  | 17414.00  | 6    | $-30.00   
1752 | TM_10              | NQ         | 2024-04-25T07:18:55 | SHORT | 17451.00  | 17451.75  | 6    | $-90.00   
1753 | TM_10              | NQ         | 2024-04-25T10:45:21 | LONG  | 17503.00  | 17502.25  | 6    | $-90.00   
1754 | TM_10              | NQ         | 2024-04-25T10:55:37 | LONG  | 17485.25  | 17484.75  | 6    | $-60.00   
1755 | TM_10              | NQ         | 2024-04-25T11:41:59 | LONG  | 17480.50  | 17480.00  | 6    | $-60.00   
1756 | TM_10              | NQ         | 2024-04-25T12:25:15 | SHORT | 17467.50  | 17470.00  | 6    | $-300.00  
1757 | TM_10              | NQ         | 2024-04-25T12:30:22 | LONG  | 17476.00  | 17473.50  | 6    | $-300.00  
1758 | TM_10              | NQ         | 2024-04-25T12:34:28 | SHORT | 17417.00  | 17418.25  | 6    | $-150.00  
1759 | TM_10              | NQ         | 2024-04-25T12:43:54 | LONG  | 17409.75  | 17407.50  | 6    | $-270.00  
1760 | TM_10              | NQ         | 2024-04-25T13:05:32 | LONG  | 17376.00  | 17375.25  | 6    | $-90.00   
1761 | TM_10              | NQ         | 2024-04-25T13:28:00 | LONG  | 17354.00  | 17351.50  | 6    | $-300.00  
1762 | TM_10              | NQ         | 2024-04-25T13:30:52 | SHORT | 17351.25  | 17351.75  | 6    | $-60.00   
1763 | TM_10              | NQ         | 2024-04-25T13:37:46 | SHORT | 17329.00  | 17330.00  | 6    | $-120.00  
